symbol,companyName,companyNameEng,shortName,foundDate,phone,email,vnAddress,website,industryName,floor,listedDate,vnSummary
PPE,Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam ,PetroVietnam Power Engineering Consulting Joint Stock Company,T.vấn Đ.lực DK VN,2007-10-31,+84 (24) 35772222,contact@pvpe.vn,"phường 1201, tòa nhà Charmvit, số 117 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội, Việt Nam",http://www.pvpe.vn,Dịch vụ hỗ trợ kinh doanh,HNX,2011-09-21,"Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam được chính thức thành lập vào năm 2007 với vốn điều lệ là 20 tỷ đồng. Hoạt động kinh doanh chính của Công ty là cung cấp các dịch vụ tư vấn thiết kế các công trình thủy điện, công trình nhiệt điện, phong điện, công trình dân dụng, công nghiệp... trên thi trường trong nước và nước ngoài. Doanh thu và lợi nhuận chính của Công ty chủ yếu từ hoạt động tư vấn khảo sát và tư vấn thiết kế. Tỷ trọng doanh thu từ hoạt động tư vấn khảo sát và tư vấn thiết kế trên doanh thu thuần của Công ty trong năm 2010 tương ứng là 26% và 64% và trong năm 2009 là 46% và 13%. Các dự án nhà máy thủy điện, nhiệt điện, phong điện, các công trình dân dụng trong và ngoài nước mà Công ty đã thực hiện là: Nhà máy thủy điện Luang Prabang Lào; Nhà máy thủy điện Ngòi Hút; Nhà máy nhiệt điện Nhơn Trạch Đồng Nai, Nhà máy máy thủy điện Nậm Pàn 5 Sơn La, nhà máy Nhiệt điện Thái Bình....Bên cạnh đó các đơn vị tư vấn cạnh tranh trong cùng ngành nghề như: PECC1, 2, 3, 4 thuộc EVN, ngoài ra còn có các đơn vị tư vấn chuyên ngành như: Viện năng lượng, Tư vấn Sông Đà..."
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Phong Phu Pharmaceutial Joint Stock Company,Dược Phong Phú,2000-08-20,+84 (28) 37547999,info@duocphongphu.vn,"Lô số 12, đường số 8, Khu công nghiệp Tân Tạo, phường Tân Tạo A, quận Bình Tân, TP Hồ Chí Minh, Việt Nam",www.duocphongphu.vn,Dược phẩm,HNX,2011-07-18,"Công ty Cổ phần Dược phẩm Phong Phú (PP.Pharco) là một Công ty chuyên sản xuất và kinh doanh trong ngành dược, nhà nước nắm giữ 13.09% cổ phần. Cơ cấu hiện tại của công ty bao gồm 1 xưởng sản xuất dược phẩm, 74 hiệu thuộc trực thuộc tại Tp HCM và 1 Ban quản lý dự án Nhà mát sản xuất Dược theo tiêu chuẩn GMP-WHO. Công ty sản xuất khoảng 50 sản phẩm. Trong đó với hơn 20 loại dược phẩm có nguồn gốc hoàn toàn từ dược liệu thiên nhiên tham gia thị trường như: Nasalis, Chophytin, Diệp Hạ Châu, Điều kinh ích mẫu."
PPS,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam ,PetroVietnam Power Services Joint Stock Company,KT Đ.lực DK VN,2007-11-27,+84 (24) 37878186,,"t?ng 7 tòa nhà h?n h?p HH3 Khu ?ô th? M? ?ình, ph??ng M? ?ình 1, quân Nam T? Liêm, Hà Nội, Việt Nam",www.pvps.vn,Thiết bị điện,HNX,2011-01-07,"Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam (PV Power Services) được thành lập vào năm 2007 với vốn điều lệ là 150 tỷ đồng. Hoạt động chính của Công ty là sửa chữa, cung cấp dịch vụ bảo trì, bảo dưỡng các nhà máy điện. Hoạt động này chiếm khoảng 99% doanh thu của toàn Công ty. Ngoài ra các dịch vụ khác của Công ty như: Tư vấn, xây dựng và quản lý các nhà máy điện, thực hiện đào tạo chuyên sâu, nghiên cứu áp dụng có hiệu quả các công nghệ mới cho nhà máy điện chiếm tỷ trọng nhỏ trong doanh thu toàn Công ty. Hiện nay Công ty là đơn vị cung cấp dịch vụ bảo dưỡng, bảo trì duy nhất cho các nhà máy điện của PVN và PV Power. PV Power chiếm khoảng 22% tổng sản lượng cung cấp của Việt Nam với nhiều nhà máy điện có công suất cao, trong đó PV Power là đơn vị được cung cấp toàn bộ các hoạt động dịch vụ trong các nhà máy điện này. Công ty cũng đã cung cấp nhiều loại dịch vụ cho đơn vị ngoài ngành như nhà máy điện Phú Mỹ 3, Công ty Đạm Phú Mỹ."
PPY,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,PETROLVIETNAM OIL PHU YEN JOINT STOCK COMPANY,Dầu khí Phú Yên,2012-01-01,+84 (257) 3823232,,"157-159 Hùng V??ng, Ph??ng 5, TP Tuy Hoà, Phú Yên, Việt Nam",,Dịch vụ và Thiết bị dầu khí,HNX,2016-03-02,"Công ty Cổ phần Xăng dầu dầu khí Phú Yên (PPY) có tiền thân là Công ty Cổ phần Vật tư tổng hợp Phú Yên được thành lập vào năm 2009. Công ty kinh doanh xăng dầu bao gồm: Xăng RON 95, RON 92, E5 RON 92, dầu DO 0,05% S, DO 0,25% S, dầu lửa và dầu nhớt PV OIL LUBE các loại… Công ty Cổ phần Xăng dầu Dầu khí Phú Yên hoạt động tại khu vực duyên hải Nam Trung bộ và Tây Nguyên. Công ty quản lý vận hành Kho Xăng dầu Vũng Rô sức chứa 14.500 m 3 cùng hơn 20 cửa hàng xăng dầu trực thuộc."
PRC,Công ty Cổ phần Portserco,Portserco Joint Stock Company,CTCP Portserco,2002-09-26,+84 (236) 3889390,portserco@portserco.com,"Số 59 Ba Đình, phường Thạch Thang, quận Hải Châu, Đà Nẵng, Việt Nam",http://portserco.com,Dịch vụ vận tải,HNX,2010-11-29,"
Công ty Cổ phần Portserco được thành lập ngày 31/10/2008 với vốn điều lệ là 6 tỷ. Sau 6 năm tồn tại, hiện nay vốn điều lệ của công ty đã tăng lên 12 tỷ đồng. Ngành nghề kinh doanh chính của công ty là vận tải hàng hóa đường bộ thông qua cảng Đà Nẵng, tại đây công ty chiếm tỷ phần lớn nhất với khoảng 1 đến 1,2 triệu tấn hàng hóa mỗi năm, chiếm 40-45% tổng doanh số. Đối với thị trường hàng hóa thông qua cảng Đà Nẵng, Các đối tác và khách hàng chiến lược của Công ty bao gồm Công ty Acutech (Thái Lan), SMT (Lào) và hơn 50 khách hàng lớn như Tập đoàn Prime, Công ty cổ phần Đồng Tâm Miền Trung, Công ty cổ phần Xi măng Hải Vân, Công ty cổ phần Xi măng Cosevco, Công ty cổ phần Xi măng Ngũ Hành Sơn, Công ty cổ phần Thép Đà Nẵng Ý, Công ty cổ phần Thép Thái Bình Dương, Công ty cổ phần Kỹ nghệ Khoáng sản Quảng Nam, Công ty TNHH Transcend Việt Nam."
PRE,Tổng công ty cổ phần Tái bảo hiểm Hà Nội,PVI REINSURANCE JOINT STOCK CORPORATION,TÁI BẢO HIỂM PVI,2010-01-01,+84 (24) 37342828,,"t?ng 25, tòa nhà PVI, lô VP2, Khu nhà ? và công trình công c?ng Yên Hòa, ph??ng Yên Hòa, qu?n C?u Gi?y, Hà Nội, Việt Nam",http://www.pvire.com.vn,Bảo hiểm đa ngành,HNX,2020-12-24,
PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn ,Sai Gon Petrolimex Transportation and Service Joint Stock Company,V.tải Petro SG,2000-11-27,+84 (28) 38721081,trinhlth.ptssg@petrolimex.com.vn,"118 Huỳnh Tấn Phát, phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh, Việt Nam",www.ptssaigon.petrolimex.com.vn,Dịch vụ vận tải,HNX,2006-12-29,"Tiền thân của Công ty cổ phần vận tải và dịch vụ Petrolimex Sài Gòn là xí nghiệp trực thuộc Công ty xăng dầu KV II, thuộc Tổng công ty xăng dầu Việt Nam.Công ty đã chính thức đi vào hoạt động từ ngày 01/11/2000 trên cơ sở lao động, tiền vốn và khách hàng do công ty xăng dầu KV II bàn giao sang Công ty cổ phần (phương tiện 89 xe bồn, 154 lao động và 04 phòng nghiệp vụ).Vốn điều lệ hiện tại  của Công ty là 48 tỷ đồng. PSC là đơn vị vận tải xăng dầu đường bộ mạnh và lớn nhất khu vực phía Nam, có kinh nghiệm lâu năm ở lĩnh vực kinh doanh xăng dầu và vận tải xăng dầu, các sản phẩm hóa dầu. Là một doanh nghiệp có hệ thống khách hàng lớn, đã có mối quan hệ làm ăn lâu năm như: Công ty Vinamilk, Công ty Dầu thực vật Tường An, Công ty Golden Hope."
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí ,Petroleum General Distribution Services Joint Stock Company,P.phối T.hợp D.khí,2011-11-01,+84 (28) 39115578,,"P207, tòa nhà Petro Việt Nam, số 1-5 Lê Duẩn, phường Bến Nghé, Quận 1, TP Hồ Chí Minh, Việt Nam",www.psd.com.vn,Thiết bị viễn thông,HNX,2013-06-28,"Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí được thành lập ngày 07/11/2011 sau khi chuyển đổi từ Công ty TNHH Dịch vụ Phân phối Tổng hợp Dầu khí. Công ty là thành viên của Tổng công ty Cổ phần Dịch vụ Tổng hợp Dầu khí. Vốn điều lệ của công ty là hơn 142 tỷ đồng. Ngành nghề kinh doanh chính của công ty là phân phối điện thoại di động, máy tính, phụ kiện và đồ chơi thông minh. Hiện nay công ty đã đưa sản phẩm đến khắp các tỉnh thành trong cả nước. Từ năm 2013, công ty đã chuyển giao hẳn mảng kinh doanh bán lẻ cho Công ty cổ phần Dịch vụ bán lẻ Dầu khí để tập trung vào việc phân phối là mảng chính."
PSE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ ,South-East PetroVietNam Fertilizer Chemicals Joint Stock Company,H.chất DK Đ.N.Bộ,2011-02-01,+84 (28) 35111999,info@pse.vn,"Số 27 Đinh Bộ Lĩnh, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh, Việt Nam",www.pse.vn,Hóa chất đặc biệt,HNX,2015-03-18,"Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ được thành lập năm 2009 và chuyển đổi thành công ty cổ phần từ năm 2011 với tiền thân là Công ty TNHH Phân bón và Hóa chất dầu khí Đông Nam Bộ, trực thuộc Tổng công ty Phân bón và Hóa chất dầu khí. Hiện tại vốn điều lệ của công ty là 125 tỷ đồng, trong đó Tổng công ty Phân bón và Hóa chất dầu khí đang nắm giữ 75% cổ phần. Công ty có hệ thống phân phối rộng lớn với 04 chi nhánh tại Lâm Đồng, Tây Ninh, Đồng Nai và Đắk Nông, hơn 40 đại lý và 711 cửa hàng trên 11 tỉnh thành. Năm 2014, công ty chiếm khoảng 16% thị phần Đông Nam Bộ và hơn 60% thị phần đạm ure, 8% phân NPK của khu vực này. Tính đến cuối năm 2014, tổng sản lượng phân bón ure Phú Mỹ của công ty là 223.201 tấn và tổng sản lượng hóa chất của công ty đạt 3.343 tấn."
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,NAM SONG HAU TRADING INVESTING PETROLEUM JOINT STOCK COMPANY,Dầu khí Nam Sông Hậu,2012-02-14,+84 (293) 6536688,namsonghau@nshpetro.com,"Ấp Phú Thạnh, thị trấn Mái Dầm, huyện Châu Thành, Hậu Giang, Việt Nam",nshpetro.vn,Dầu khí tổng hợp,HOSE,2020-06-24,
PSI,Công ty Cổ phần Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,CK Dầu khí,2006-12-19,+84 (24) 39872888,dvkh@psi.vn,"Tầng 2 tòa nhà Hanoitourist 18 Lý Thường Kiệt, Quân Hoàn Kiếm, Hà Nội, Việt Nam",psi.vn,Dịch vụ đầu tư,HNX,2010-07-21,"
Công ty Cổ phần Chứng khoán Dầu khí (PSI) được thành lập năm 2006 với số vốn điều lệ ban đầu là 150 tỷ đồng. Công ty hoạt động chính trong lĩnh vực môi giới chứng khoán, tự doanh chứng khoán, tư vấn đầu tư, tư vấn tài chính, lưu ký chứng khoán và bảo lãnh phát hành chứng khoán. Hiện tại công ty tập trung vào dịch vụ bảo lãnh phát hành chứng khoán cho các doanh nghiệp trong ngành dầu khí đặc biệt là các doanh nghiệp do PSI tư vấn phát hành. Công ty thực hiện khá nhiều hợp đồng lớn trong lĩnh vực tư vấn niêm yết và tư vấn phát hành như tư vấn niêm yết cho Công ty Cổ phần Xi măng 12/9, Công ty Cổ phần Xây lắp Dầu khí Miền Trung, Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí, Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam. "
PSW,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ,South-West Petrovietnam Fertilizer and Chemicals Joint Stock COmpany,Phân bón H.chất D.khí Tây Nam Bộ,2010-12-31,+84 (292) 3765079,psw@pvfcco.com.vn,"Số 151/18 Trần Hoàng Na, phường Hưng Lợi, quận Ninh Kiều, Cần Thơ, Việt Nam",www.psw.vn,Hóa chất đặc biệt,HNX,2015-07-21,"
Công ty Cổ phần phân bón và hóa chất dầu khí Tây Nam Bộ được thành lập năm 2004. Hoạt động sản xuất chính của công ty là kinh doanh, sản xuất các loại phân bón và hóa chất. Trong năm 2014, PSW đã cung cấp 320.000 tấn phân bón cho khu vực Đồng bằng sông Cửu Long, trong đó Urê Phú Mỹ là 220.000 tấn chiếm 26% tổng lượng Urê Phú Mỹ bán ra của Tổng công ty. PSW còn là một trong những thành viên của Tổng công ty Phân bón và Hóa chất Dầu khí (PVFCCo) - một trong những công ty hàng đầu trong ngành hóa dầu. Doanh thu năm 2014 là 2.548 tỷ đồng, trong đó doanh thu đạm Phú Mỹ chiếm 63% tổng doanh thu và doanh thu các loại phân bón khác chiếm 28%."
PTB,Công ty cổ phần Phú Tài,Phu Tai Joint Stock Company,CTCP Phú Tài,2004-12-30,+84 (256) 3847668,phutai@phutai.com.vn,"S? 278, Nguy?n Th? ??nh, P Nguy?n V?n C?, TP Quy Nh?n, Bình Định, Việt Nam",phutai.com.vn,Vật liệu xây dựng,HOSE,2011-07-22,"Công ty Cổ phần Phú Tài  (PTB) có tiền thân là một doanh nghiệp nhà nước trực thuộc Quân khu 5 - Bộ Quốc Phòng được chuyển đổi thành công ty cổ phần từ năm 2004. Công ty hoạt động chính trong lĩnh vực khai thác, chế biến, kinh doanh xuất khẩu sản phẩm gỗ, vật liệu đá xây dựng, tiêu thụ sản phẩm xe ô tô Toyota và cung cấp các dịch vụ sửa chữa xe ô tô Toyota. PTB có năng lực sản xuất đá ốp lát với công suất hơn 4,3 triệu m2/năm, chế biến gỗ với công suất hơn 20.000 m3/năm. Bên cạnh đó, Công ty cung cấp dịch vụ sửa chữa xe Toyota với công suất 36.000 lượt xe/năm và tiêu thụ 2.000 chiếc/năm. Thị phần của Công ty về sản phẩm đá hiện nay bao gồm những tỉnh thành sau: Hà Nội, Hải Phòng, Vinh, Đà Nẵng, Bình Định, Bình Dương, Tp HCM, Cần Thơ... Sản phẩm gỗ xuất khẩu sang các nước Châu Âu, Châu Mỹ."
PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,Post and Telecommunications Investment and Construction JSC,ĐT XD Bưu điện,2004-12-15,+84 (24) 38611513,xdbd@pticjsc.com,"Tầng 3, tháp C, tòa nhà Golden Palace, đường Mễ Trì, P Mễ Trì, Q Nam Từ Liêm, Hà Nội, Việt Nam",ptic.vn,Xây dựng công trình,HOSE,2008-12-15,"Công ty Cổ phần Đầu tư và Xây dựng Bưu điện tiền thân là Công ty Xây dựng nhà Bưu điện, được thành lập năm 1976. Năm 2004, công ty chuyển sang hoạt động theo mô hình cổ phần. Tại tháng 04/2015, vốn điều lệ của công ty là 100 tỷ đồng và giá trị tổng tài sản là 325 tỷ đồng. Công ty chuyên hoạt động trong lĩnh vực xây dựng dân dụng, công nghiệp và các công trình chuyên ngành Bưu chính Viễn thông, sản xuất cáp viễn thông và ống nhựa theo tiêu chuẩn Châu Âu. Công ty có lợi thế là đơn vị thành viên của Tập đoàn VNPT. Khoảng 70% các dự án của công ty là từ Tập đoàn VNPT. Năm 2014, công ty đạt doanh thu 117 tỷ đồng và lợi nhuận sau thuế 3,3 tỷ đồng."
PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation,T.mại Phúc Thịnh,2008-01-07,+84 (28) 38116823,phucthinh@phucthinh.com.vn,"361 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP Hồ Chí Minh, Việt Nam",www.phucthinh.com.vn,Xây dựng công trình,HNX,2015-11-10,"Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh được thành lập năm 2001 dưới hình thức Công ty Trách nhiệm hữu hạn. Năm 2008 Công ty chuyển sang hoạt động theo mô hình công ty cổ phần. Vốn điều lệ hiện tại của Công ty là 32 tỷ đồng. Sản phẩm, dịch vụ chính của Công ty bao gồm tư vấn, thiết kế, giám sát, thi công các công trình xây dựng. Trong đó doanh thu chính đến từ hoạt động thi công các công trình, hoạt động này chiếm khoảng 90% trong cơ cấu doanh thu của Công ty. Công ty thi công xây dựng cho một số dự án lớn như Midea Consumer Electric Vietnam Co., Ltd (chủ đầu tư Trung Quốc), Hua Da (Vietnam) Plastic Packging Co., Ltd (Đài Loan), Ming Pak (Vietnam) Plastic Co., Ltd (Hồng Kông)... Số lượng khách hàng của Công ty hiện có hơn 50 nhà đầu tư, trong đó có những nhà đầu tư lớn đến từ Trung Quốc, Hồng Kông và Đài Loan."
